project_name	location	url_link	tenure	median_psf	median_price	filed_transactions
PUTRA COURT	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/putra-court/non-landed/?range=1909+May-	FREEHOLD	158	174000.0	35
DAMAISARI	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/damaisari/landed/?range=1909+May-	FREEHOLD	432	2150000.0	34
TAMAN DAMAI JAYA SELAYANG	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/taman-damai-jaya-selayang/landed/?range=1909+May-	FREEHOLD	441	885569.0	34
SAVANNA 2	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/savanna-2/non-landed/?range=1909+May-	FREEHOLD	601	1050000.0	34
VILLA SETIA	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/villa-setia/non-landed/?range=1909+May-	FREEHOLD	551	747500.0	34
ANJUNG DAMAI	KERAMAT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/keramat/anjung-damai/landed/?range=1909+May-	FREEHOLD	576	1450000.0	34
D' ALAMANDA	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/d--alamanda/non-landed/?range=1909+May-	LEASEHOLD	990	587950.0	34
JALAN GELANG	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-gelang/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	103	93500.0	34
KAMPUNG PANDAN	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/kampung-pandan/landed/?range=1909+May-	FREEHOLD	206	350000.0	34
TAMAN PAGAR RUYUNG	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/taman-pagar-ruyung/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	192	327500.0	34
SOUTHBANK RESIDENCE	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/southbank-residence/non-landed/?range=1909+May-	FREEHOLD	697	626100.0	34
1 RAZAK MANSION	SALAK SOUTH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/salak-south/1-razak-mansion/non-landed/?range=1909+May-	LEASEHOLD	359	290000.0	34
NADI BANGSAR	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/nadi-bangsar/non-landed/?range=1909+May-	FREEHOLD	1306	895000.0	33
FLAT PKNS JALAN PEKELILING	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/flat-pkns-jalan-pekeliling/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	133	60000.0	33
ARTE	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/arte/non-landed/?range=1909+May-	LEASEHOLD	447	780000.0	33
SPRING AVENUE (RESIDENSI KUCHAI DAMAI)	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/spring-avenue--residensi-kuchai-damai-/non-landed/?range=1909+May-	FREEHOLD	563	557300.0	33
AMAN KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/aman-kiara/landed/?range=1909+May-	FREEHOLD	590	2840000.0	33
NYAMAN COURT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/nyaman-court/non-landed/?range=1909+May-	FREEHOLD	173	173000.0	33
TAMAN BUKIT INDAH	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/taman-bukit-indah/landed/?range=1909+May-	FREEHOLD	152	220000.0	33
TAMAN SRI PANDIAN	PUCHONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/puchong/taman-sri-pandian/landed/?range=1909+May-	FREEHOLD	155	300000.0	33
KONG LOCK MANSION	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/kong-lock-mansion/non-landed/?range=1909+May-	FREEHOLD	145	75000.0	33
MAHASA VILLA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/mahasa-villa/non-landed/?range=1909+May-	FREEHOLD	300	262000.0	33
TAMAN DANAU KOTA, PARCEL A5@PV21	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-danau-kota--parcel-a5-pv21/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	472	460000.0	33
TITIWANGSA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/titiwangsa/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	224	1550000.0	33
BUKIT WANGSA MAS	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/bukit-wangsa-mas/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	462	1200000.0	33
PALAZZIO SUNWAY	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/palazzio-sunway/non-landed/?range=1909+May-	FREEHOLD	713	2360606.0	33
DESA VILLAS	WANGSA MAJU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/wangsa-maju/desa-villas/landed/?range=1909+May-	LEASEHOLD	336	638000.0	33
LUCKY GARDEN (JALAN BANGSAR)	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/lucky-garden--jalan-bangsar-/non-landed/?range=1909+May-	FREEHOLD	201	225000.0	32
PPR INTAN BAIDURI	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/ppr-intan-baiduri/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	32
TAMAN CHERAS JAYA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-cheras-jaya/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	172	272500.0	32
BUKIT GEMBIRA	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/bukit-gembira/non-landed/?range=1909+May-	FREEHOLD	198	206000.0	32
THE HERMINGTON KUCHAI LAMA	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/the-hermington-kuchai-lama/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	465	500000.0	32
TAMAN SRI JATI LOW COST APARTMENT	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/taman-sri-jati-low-cost-apartment/non-landed/?range=1909+May-	FREEHOLD	237	155000.0	32
TAMAN INDAH	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-indah/landed/?range=1909+May-	FREEHOLD	228	397000.0	32
APARTMENT DAHLIA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/apartment-dahlia/non-landed/?range=1909+May-	FREEHOLD	370	319000.0	32
CLIVEDEN @ PLAZA DAMAS 3	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/cliveden---plaza-damas-3/non-landed/?range=1909+May-	FREEHOLD	845	420000.0	32
THE SIGNATURE	SRI HARTAMAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sri-hartamas/the-signature/non-landed/?range=1909+May-	FREEHOLD	1122	525923.0	32
MIHARJA CONDOMINIUM	BANDAR KUALA LUMPUR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-kuala-lumpur/miharja-condominium/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	292	280000.0	31
VIM 3 @ DESA PARK NORTH	BANDAR MENJALARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bandar-menjalara/vim-3---desa-park-north/non-landed/?range=1909+May-	LEASEHOLD	726	380000.0	31
ONE MENERUNG	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/one-menerung/landed/?range=1909+May-	FREEHOLD	1205	7411014.0	31
TUSCANY	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/tuscany/non-landed/?range=1909+May-	FREEHOLD	479	570000.0	31
JALAN NAGASARI	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-nagasari/non-landed/?range=1909+May-	FREEHOLD	358	390000.0	31
JALAN TIONG NAM	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-tiong-nam/non-landed/?range=1909+May-	FREEHOLD	196	230000.0	31
TWO TWELVE CONDOMINIUM	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/two-twelve-condominium/non-landed/?range=1909+May-	FREEHOLD	364	450000.0	31
TAMAN SEGAMBUT AMAN	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-segambut-aman/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	193	200000.0	31
JALAN KELANG LAMA	SEPUTEH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/seputeh/jalan-kelang-lama/landed/?range=1909+May-	LEASEHOLD	147	1300000.0	31
JASMIN APARTMENT	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/jasmin-apartment/non-landed/?range=1909+May-	LEASEHOLD	338	280000.0	31
TAMAN PELANGI	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-pelangi/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	56	300000.0	31
ABADI RIA KONDOMINIUM	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/abadi-ria-kondominium/non-landed/?range=1909+May-	LEASEHOLD	384	700000.0	31
SERI AMPANG HILIR RESIDENCES	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/seri-ampang-hilir-residences/non-landed/?range=1909+May-	FREEHOLD	916	2475000.0	30
VILA VISTA	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/vila-vista/non-landed/?range=1909+May-	LEASEHOLD	625	1050000.0	30
TAMAN EASTERN	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/taman-eastern/landed/?range=1909+May-	FREEHOLD	189	293000.0	30
188 SUITES	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/188-suites/non-landed/?range=1909+May-	LEASEHOLD	1227	1453400.0	30
JALAN KENANGA	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-kenanga/non-landed/?range=1909+May-	FREEHOLD	203	207500.0	30
SUTERA BUKIT TUNKU	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/sutera-bukit-tunku/non-landed/?range=1909+May-	FREEHOLD	670	2214000.0	30
TONG YIK MANSION	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/tong-yik-mansion/non-landed/?range=1909+May-	FREEHOLD	197	212500.0	30
SRI BINTANG HEIGHTS	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/sri-bintang-heights/landed/?range=1909+May-	FREEHOLD	226	350506.0	30
VILLA CRYSTAL	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/villa-crystal/non-landed/?range=1909+May-	FREEHOLD	566	700000.0	30
TAMAN BULLION MEWAH	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/taman-bullion-mewah/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	308	557000.0	30
GOMBAK COURT	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/gombak-court/non-landed/?range=1909+May-	FREEHOLD	134	152000.0	30
RESIDENSI SETIAWANGSA	SETIAWANGSA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setiawangsa/residensi-setiawangsa/non-landed/?range=1909+May-	LEASEHOLD	577	700000.0	30
VILLA AMAN	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/villa-aman/non-landed/?range=1909+May-	FREEHOLD	491	1600000.0	29
COUNTRY HEIGHTS DAMANSARA	COUNTRY HEIGHTS DAMANSARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/country-heights-damansara/country-heights-damansara/landed/?range=1909+May-	FREEHOLD	633	7000000.0	29
ALAM PURI 51	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/alam-puri-51/non-landed/?range=1909+May-	FREEHOLD	336	365000.0	29
LAGENDA MAS VILLA	JALAN KUCHING, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-kuching/lagenda-mas-villa/landed/?range=1909+May-	FREEHOLD	335	478000.0	29
PGB PLAZA CITY APARTMENT	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/pgb-plaza-city-apartment/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	166	150000.0	29
TAMAN SURIA PUCHONG	PUCHONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/puchong/taman-suria-puchong/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	155	260000.0	29
TAMAN SENTUL JAYA	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/taman-sentul-jaya/non-landed/?range=1909+May-	LEASEHOLD	41	25000.0	29
PAPILLON DESA HILL	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/papillon-desa-hill/non-landed/?range=1909+May-	FREEHOLD	521	920000.0	29
BUKIT TUNKU (KENNY HILL)	BUKIT TUNKU, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-tunku/bukit-tunku--kenny-hill-/landed/?range=1909+May-	FREEHOLD	252	9100000.0	28
TAMAN GEMILANG	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-gemilang/non-landed/?range=1909+May-	FREEHOLD	157	156750.0	28
JELUTONG VILLA	DAMANSARA HEIGHTS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/damansara-heights/jelutong-villa/landed/?range=1909+May-	FREEHOLD	545	2375000.0	28
KAMPUNG MELAYU FRI	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/kampung-melayu-fri/landed/?range=1909+May-	LEASEHOLD	54	260000.0	28
RESIDENSI BERPADU	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/residensi-berpadu/non-landed/?range=1909+May-	FREEHOLD	576	542000.0	28
SINAR MAGNA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/sinar-magna/non-landed/?range=1909+May-	LEASEHOLD	351	285000.0	28
JALAN TUN RAZAK	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-tun-razak/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	300	5698058.0	28
PANTAI HILL	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/pantai-hill/landed/?range=1909+May-	FREEHOLD	350	3700000.0	28
BUKIT WANGSA MAS	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/bukit-wangsa-mas/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	246	665000.0	28
RESIDENSI PV 18	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/residensi-pv-18/non-landed/?range=1909+May-	LEASEHOLD	438	495000.0	28
TAMAN TERATAI MEWAH	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-teratai-mewah/landed/?range=1909+May-	FREEHOLD	210	345000.0	28
AMPANG HILIR TARA	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/ampang-hilir-tara/non-landed/?range=1909+May-	FREEHOLD	494	1330000.0	27
DESA BANGSAR RIA	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/desa-bangsar-ria/non-landed/?range=1909+May-	FREEHOLD	756	1500000.0	27
BATU HOUSING	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/batu-housing/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	175	300000.0	27
ANG SENG MANSION	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/ang-seng-mansion/non-landed/?range=1909+May-	FREEHOLD	132	90000.0	27
THE RIDGEWOOD	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/the-ridgewood/landed/?range=1909+May-	FREEHOLD	524	2800000.0	27
ZENIA GARDEN CONDO	DESA PARKCITY, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/desa-parkcity/zenia-garden-condo/non-landed/?range=1909+May-	FREEHOLD	779	930000.0	27
RESIDENSI LEGENDA	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/residensi-legenda/non-landed/?range=1909+May-	LEASEHOLD	518	610000.0	27
ASEANA VILLA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/aseana-villa/landed/?range=1909+May-	FREEHOLD	594	1803700.0	27
MON'T KIARA	MONT KIARA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/mont-kiara/mon-t-kiara/non-landed/?range=1909+May-	FREEHOLD	443	570000.0	27
PANGSAPURI BUKIT AWAN SARI	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/pangsapuri-bukit-awan-sari/non-landed/?range=1909+May-	FREEHOLD	152	165000.0	27
TIARA VILLA	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/tiara-villa/landed/?range=1909+May-	FREEHOLD	308	778000.0	27
KAMPUNG PASIR SEGAMBUT	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/kampung-pasir-segambut/landed/?range=1909+May-	LEASEHOLD	62	285000.0	27
TAMAN INDAH MURNI	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/taman-indah-murni/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	157	120000.0	27
SENTUL POINT SUITE APARTMENTS	SENTUL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/sentul/sentul-point-suite-apartments/non-landed/?range=1909+May-	FREEHOLD	515	410000.0	27
LAKSAMANA TOWNHOUSE/APARTMENT	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/laksamana-townhouse-apartment/landed/?range=1909+May-	FREEHOLD	213	340000.0	27
CATALINA VILLA	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/catalina-villa/non-landed/?range=1909+May-	FREEHOLD	337	497000.0	26
THE SKY RESIDENCE SHAMELIN	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/the-sky-residence-shamelin/non-landed/?range=1909+May-	LEASEHOLD	614	455000.0	26
SRI BAYU	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/sri-bayu/non-landed/?range=1909+May-	FREEHOLD	386	620000.0	26
LAKE VILLE RESIDENCE	BATU CAVES, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/batu-caves/lake-ville-residence/non-landed/?range=1909+May-	LEASEHOLD	563	629500.0	26
TAMAN BAHAGIA (LUCKY HEIGHTS)	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/taman-bahagia--lucky-heights-/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	158	388000.0	26
ZETA DESKYE	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/zeta-deskye/non-landed/?range=1909+May-	FREEHOLD	525	575000.0	26
TAMAN INTAN BAIDURI	KEPONG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kepong/taman-intan-baiduri/non-landed/?range=1909+May-	FREEHOLD, LEASEHOLD	115	79000.0	26
KOMPLEK NAGARIA (PLAZA BERJAYA)	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/komplek-nagaria--plaza-berjaya-/non-landed/?range=1909+May-	FREEHOLD	262	311500.0	26
SKY SUITES @ KLCC	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/sky-suites---klcc/non-landed/?range=1909+May-	FREEHOLD	1189	986000.0	26
THAMBY ABDULLAH	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/thamby-abdullah/non-landed/?range=1909+May-	FREEHOLD	160	140000.0	26
SIEWDOR GARDEN	OLD KLANG ROAD, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/old-klang-road/siewdor-garden/landed/?range=1909+May-	FREEHOLD	164	1000000.0	26
INFINITI 3 RESIDENCES	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/infiniti-3-residences/non-landed/?range=1909+May-	LEASEHOLD	599	812650.0	26
JALAN MAKTAB AREA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/jalan-maktab-area/landed/?range=1909+May-	FREEHOLD	212	3577500.0	26
ARMADA VILLA	TAMAN DESA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/taman-desa/armada-villa/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	858	2875000.0	26
BANGSAR AMAN	BANGSAR, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bangsar/bangsar-aman/non-landed/?range=1909+May-	FREEHOLD	540	790000.0	25
TAMAN BERJAYA	JINJANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jinjang/taman-berjaya/landed/?range=1909+May-	FREEHOLD	204	285000.0	25
JALAN ABRAHAM	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/jalan-abraham/non-landed/?range=1909+May-	FREEHOLD	170	166000.0	25
THE RIYANG (HAPPY GARDEN)	KUCHAI LAMA, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kuchai-lama/the-riyang--happy-garden-/non-landed/?range=1909+May-	FREEHOLD	627	1000000.0	25
TAMAN PANTAI INDAH	PANTAI, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/pantai/taman-pantai-indah/non-landed/?range=1909+May-	FREEHOLD	152	110000.0	25
PLAZA SINAR (KEDIAMAN)	SEGAMBUT, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/segambut/plaza-sinar--kediaman-/non-landed/?range=1909+May-	FREEHOLD	266	215000.0	25
PERUMAHAN AWAM DESA REJANG	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/perumahan-awam-desa-rejang/non-landed/?range=1909+May-	LEASEHOLD	54	35000.0	25
TAMAN PELANGI JAYA	SETAPAK, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/setapak/taman-pelangi-jaya/landed/?range=1909+May-	FREEHOLD, LEASEHOLD	168	180000.0	25
DESA U-THANT	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/desa-u-thant/non-landed/?range=1909+May-	FREEHOLD	529	1400000.0	24
SENTRIO PANDAN	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/sentrio-pandan/non-landed/?range=1909+May-	LEASEHOLD	727	596500.0	24
SRI MAHKOTA CONDO	AMPANG, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/ampang/sri-mahkota-condo/non-landed/?range=1909+May-	FREEHOLD	336	775723.0	24
KAWASAN TUN SAMBANTHAN (BRICKFIELDS)	BRICKFIELDS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/brickfields/kawasan-tun-sambanthan--brickfields-/landed/?range=1909+May-	FREEHOLD	173	658247.0	24
THE HAVRE RESIDENCE	BUKIT JALIL, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/bukit-jalil/the-havre-residence/non-landed/?range=1909+May-	LEASEHOLD	549	585000.0	24
AWANAPURI	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/awanapuri/non-landed/?range=1909+May-	FREEHOLD	162	173000.0	24
DESA BANGSAWAN	CHERAS, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/cheras/desa-bangsawan/non-landed/?range=1909+May-	LEASEHOLD	173	170000.0	24
LAMAN RESIDENCE	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/laman-residence/landed/?range=1909+May-	LEASEHOLD	325	654000.0	24
PANGSAPURI INTAN	JALAN IPOH, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/jalan-ipoh/pangsapuri-intan/non-landed/?range=1909+May-	FREEHOLD	143	172500.0	24
PKNS 17 KAMPUNG KERINCHI	KAMPUNG KERINCHI (BANGSAR SOUTH), KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kampung-kerinchi--bangsar-south-/pkns-17-kampung-kerinchi/non-landed/?range=1909+May-	LEASEHOLD	206	177500.0	24
THE ORION	KL CITY CENTRE, KUALA LUMPUR	https://www.brickz.my/transactions/residential/kuala-lumpur/kl-city-centre/the-orion/non-landed/?range=1909+May-	FREEHOLD	429	569000.0	24
